Title = "Equation Residuals in Tecplot ASCII Format Generated by ASOP(R) Flow Solver 2.5 : v2.5.7"
 Variables = "No", "Res-Eqn_01", "Res-Eqn_02", "Res-Eqn_03", "Res-Eqn_04", "Res-Eqn_05", "Mass_In-01", "Mass_Ex-01", "PT_In-01", "PT_Ex-01", "TT_In-01", "TT_Ex-01",
       600  0.232572E+00  0.919114E+00  0.278055E+01  0.000000E+00  0.340708E+00  0.281169E+02  0.672772E+02  0.142371E+06  0.952099E+05  0.286028E+03  0.276688E+03
       610  0.231003E+00  0.905357E+00  0.262417E+01  0.000000E+00  0.337794E+00  0.279808E+02  0.659289E+02  0.142375E+06  0.950729E+05  0.286036E+03  0.276576E+03
       620  0.229327E+00  0.892251E+00  0.252195E+01  0.000000E+00  0.334795E+00  0.278647E+02  0.646329E+02  0.142384E+06  0.949448E+05  0.286043E+03  0.276457E+03
       630  0.228125E+00  0.880459E+00  0.246639E+01  0.000000E+00  0.332526E+00  0.278737E+02  0.634351E+02  0.142390E+06  0.948303E+05  0.286046E+03  0.276335E+03
       640  0.227928E+00  0.870496E+00  0.243981E+01  0.000000E+00  0.331699E+00  0.280753E+02  0.623683E+02  0.142385E+06  0.947335E+05  0.286040E+03  0.276216E+03
       650  0.228856E+00  0.862569E+00  0.243761E+01  0.000000E+00  0.332445E+00  0.284749E+02  0.614477E+02  0.142366E+06  0.946567E+05  0.286028E+03  0.276109E+03
       660  0.230268E+00  0.856104E+00  0.247377E+01  0.000000E+00  0.333850E+00  0.290042E+02  0.606700E+02  0.142339E+06  0.945989E+05  0.286013E+03  0.276019E+03
       670  0.232162E+00  0.851371E+00  0.255499E+01  0.000000E+00  0.335885E+00  0.296296E+02  0.600158E+02  0.142305E+06  0.945556E+05  0.285997E+03  0.275948E+03
       680  0.234228E+00  0.847674E+00  0.263633E+01  0.000000E+00  0.338139E+00  0.302759E+02  0.594533E+02  0.142269E+06  0.945195E+05  0.285981E+03  0.275897E+03
       690  0.235762E+00  0.843324E+00  0.261784E+01  0.000000E+00  0.339680E+00  0.308291E+02  0.589437E+02  0.142239E+06  0.944826E+05  0.285971E+03  0.275859E+03
       700  0.237363E+00  0.838922E+00  0.251236E+01  0.000000E+00  0.341360E+00  0.312892E+02  0.584459E+02  0.142211E+06  0.944383E+05  0.285963E+03  0.275827E+03
       710  0.238033E+00  0.832715E+00  0.233409E+01  0.000000E+00  0.341805E+00  0.315645E+02  0.579227E+02  0.142194E+06  0.943839E+05  0.285962E+03  0.275796E+03
       720  0.237773E+00  0.825076E+00  0.214603E+01  0.000000E+00  0.341025E+00  0.316658E+02  0.573448E+02  0.142189E+06  0.943196E+05  0.285967E+03  0.275762E+03
       730  0.236304E+00  0.816049E+00  0.204313E+01  0.000000E+00  0.338624E+00  0.316078E+02  0.566945E+02  0.142198E+06  0.942479E+05  0.285978E+03  0.275723E+03
       740  0.234579E+00  0.807628E+00  0.206815E+01  0.000000E+00  0.335928E+00  0.315112E+02  0.559678E+02  0.142212E+06  0.941724E+05  0.285989E+03  0.275681E+03
       750  0.233484E+00  0.801182E+00  0.216511E+01  0.000000E+00  0.334167E+00  0.314955E+02  0.551735E+02  0.142220E+06  0.940962E+05  0.285995E+03  0.275636E+03
       760  0.233799E+00  0.797659E+00  0.223252E+01  0.000000E+00  0.334429E+00  0.316397E+02  0.543316E+02  0.142214E+06  0.940219E+05  0.285992E+03  0.275587E+03
       770  0.235475E+00  0.796681E+00  0.220172E+01  0.000000E+00  0.336620E+00  0.319507E+02  0.534690E+02  0.142195E+06  0.939509E+05  0.285982E+03  0.275535E+03
       780  0.237598E+00  0.796909E+00  0.209118E+01  0.000000E+00  0.339435E+00  0.323563E+02  0.526162E+02  0.142172E+06  0.938841E+05  0.285969E+03  0.275479E+03
       790  0.240069E+00  0.798565E+00  0.199577E+01  0.000000E+00  0.342720E+00  0.328465E+02  0.518021E+02  0.142142E+06  0.938225E+05  0.285955E+03  0.275418E+03
       800  0.242003E+00  0.800299E+00  0.199902E+01  0.000000E+00  0.345233E+00  0.333376E+02  0.510505E+02  0.142115E+06  0.937672E+05  0.285944E+03  0.275355E+03
       810  0.243448E+00  0.801926E+00  0.209008E+01  0.000000E+00  0.347067E+00  0.337990E+02  0.503766E+02  0.142091E+06  0.937192E+05  0.285936E+03  0.275291E+03
       820  0.243368E+00  0.801019E+00  0.218161E+01  0.000000E+00  0.346770E+00  0.341137E+02  0.497860E+02  0.142082E+06  0.936790E+05  0.285937E+03  0.275231E+03
       830  0.237867E+00  0.789982E+00  0.220419E+01  0.000000E+00  0.338798E+00  0.339885E+02  0.492742E+02  0.142130E+06  0.936462E+05  0.285969E+03  0.275177E+03
       840  0.219569E+00  0.756585E+00  0.215847E+01  0.000000E+00  0.312786E+00  0.327169E+02  0.488287E+02  0.142314E+06  0.936190E+05  0.286068E+03  0.275133E+03
       850  0.211416E+00  0.741174E+00  0.208830E+01  0.000000E+00  0.301172E+00  0.319339E+02  0.484313E+02  0.142410E+06  0.935950E+05  0.286115E+03  0.275099E+03
       860  0.208041E+00  0.734338E+00  0.204580E+01  0.000000E+00  0.296293E+00  0.316544E+02  0.480617E+02  0.142453E+06  0.935713E+05  0.286134E+03  0.275073E+03
       870  0.206124E+00  0.730657E+00  0.204588E+01  0.000000E+00  0.293479E+00  0.315684E+02  0.477005E+02  0.142474E+06  0.935459E+05  0.286144E+03  0.275053E+03
       880  0.205829E+00  0.730027E+00  0.207345E+01  0.000000E+00  0.292982E+00  0.316154E+02  0.473317E+02  0.142475E+06  0.935176E+05  0.286143E+03  0.275035E+03
       890  0.205696E+00  0.729622E+00  0.208185E+01  0.000000E+00  0.292722E+00  0.317079E+02  0.469456E+02  0.142472E+06  0.934866E+05  0.286140E+03  0.275018E+03
       900  0.206188E+00  0.729866E+00  0.205510E+01  0.000000E+00  0.293374E+00  0.318785E+02  0.465385E+02  0.142461E+06  0.934537E+05  0.286135E+03  0.274999E+03
       910  0.206896E+00  0.730077E+00  0.201842E+01  0.000000E+00  0.294354E+00  0.320999E+02  0.461132E+02  0.142448E+06  0.934204E+05  0.286129E+03  0.274977E+03
       920  0.207264E+00  0.729469E+00  0.201016E+01  0.000000E+00  0.294835E+00  0.323442E+02  0.456774E+02  0.142440E+06  0.933879E+05  0.286126E+03  0.274953E+03
       930  0.206764E+00  0.727338E+00  0.204275E+01  0.000000E+00  0.294051E+00  0.325666E+02  0.452423E+02  0.142443E+06  0.933573E+05  0.286128E+03  0.274928E+03
       940  0.204847E+00  0.722834E+00  0.208648E+01  0.000000E+00  0.291219E+00  0.327117E+02  0.448200E+02  0.142460E+06  0.933292E+05  0.286139E+03  0.274900E+03
       950  0.202823E+00  0.717836E+00  0.209099E+01  0.000000E+00  0.288220E+00  0.328378E+02  0.444211E+02  0.142483E+06  0.933039E+05  0.286152E+03  0.274872E+03
       960  0.200212E+00  0.711542E+00  0.203877E+01  0.000000E+00  0.284370E+00  0.328912E+02  0.440528E+02  0.142514E+06  0.932814E+05  0.286169E+03  0.274844E+03
       970  0.197953E+00  0.705425E+00  0.194416E+01  0.000000E+00  0.281004E+00  0.329222E+02  0.437178E+02  0.142544E+06  0.932613E+05  0.286184E+03  0.274817E+03
       980  0.196266E+00  0.699969E+00  0.185277E+01  0.000000E+00  0.278426E+00  0.329451E+02  0.434137E+02  0.142569E+06  0.932431E+05  0.286197E+03  0.274792E+03
       990  0.195277E+00  0.695471E+00  0.181214E+01  0.000000E+00  0.276812E+00  0.329692E+02  0.431344E+02  0.142586E+06  0.932262E+05  0.286205E+03  0.274769E+03
      1000  0.194437E+00  0.691001E+00  0.183260E+01  0.000000E+00  0.275362E+00  0.329810E+02  0.428717E+02  0.142600E+06  0.932099E+05  0.286212E+03  0.274750E+03
